date,Byproduct,Gross farm value,Net farm value,Wholesale value,Retail value,Total,Farm-wholesale,Wholesale-retail
8/1/1999,15.7,156.1,140.4,175.8,289.0,148.6,35.4,113.2
9/1/1999,16.8,157.7,140.9,177.3,289.4,148.5,36.4,112.1
10/1/1999,17.5,165.9,148.4,183.1,295.4,147.0,34.7,112.3
11/1/1999,18.1,167.8,149.7,180.5,300.0,150.3,30.8,119.5
12/1/1999,18.2,166.1,147.9,181.8,301.8,153.8,33.9,119.9
1/1/2000,17.5,163.5,146.0,177.5,294.7,148.7,31.5,117.2
2/1/2000,17.1,163.6,146.5,174.5,293.6,147.1,28.0,119.2
3/1/2000,17.2,171.4,154.2,183.3,297.9,143.7,29.1,114.6
4/1/2000,17.3,176.2,158.9,191.0,305.4,146.5,32.1,114.4
5/1/2000,16.8,170.1,153.2,193.8,308.8,155.5,40.6,115.0
6/1/2000,16.4,165.7,149.2,190.7,311.5,162.3,41.5,120.8
7/1/2000,17.3,162.0,144.7,179.6,310.0,165.3,34.9,130.4
8/1/2000,17.9,156.4,138.5,172.6,309.9,171.5,34.1,137.3
9/1/2000,19.3,155.8,136.6,168.6,313.0,176.5,32.0,144.4
10/1/2000,19.7,163.3,143.6,174.4,311.8,168.2,30.8,137.4
11/1/2000,19.9,172.3,152.4,182.8,310.3,157.8,30.3,127.5
12/1/2000,20.4,183.8,163.5,197.6,310.1,146.6,34.1,112.5
1/1/2001,20.5,188.2,167.7,202.5,321.4,153.7,34.8,118.9
2/1/2001,19.8,190.8,171.0,201.5,334.2,163.2,30.5,132.7
3/1/2001,20.7,190.7,170.0,202.7,334.3,164.3,32.7,131.6
4/1/2001,22.1,186.9,164.8,201.7,343.2,178.4,36.9,141.5
5/1/2001,20.4,180.1,159.7,204.3,343.8,184.1,44.6,139.5
6/1/2001,19.7,177.4,157.7,198.3,347.6,189.9,40.6,149.3
7/1/2001,19.4,170.0,150.7,185.9,345.4,194.7,35.3,159.5
8/1/2001,18.7,167.4,148.7,188.1,339.3,190.6,39.4,151.2
9/1/2001,17.6,164.5,146.9,186.6,337.6,190.8,39.8,151.0
10/1/2001,17.2,159.5,142.3,180.4,338.0,195.7,38.1,157.6
11/1/2001,16.4,152.7,136.3,174.3,337.6,201.3,38.0,163.4
12/1/2001,15.6,153.4,137.8,177.3,330.3,192.5,39.5,153.0
1/1/2002,15.5,160.9,145.4,175.2,330.8,185.4,29.8,155.5
2/1/2002,15.9,171.0,155.1,188.2,330.5,175.4,33.1,142.3
3/1/2002,17.3,172.9,155.6,188.6,329.8,174.2,33.0,141.1
4/1/2002,16.3,161.9,145.6,182.8,333.5,187.9,37.2,150.7
5/1/2002,16.0,157.4,141.4,180.7,333.5,192.1,39.3,152.8
6/1/2002,16.9,155.5,138.6,178.7,330.0,191.4,40.1,151.3
7/1/2002,16.6,152.0,135.4,172.4,328.9,193.5,37.0,156.4
8/1/2002,16.9,151.8,134.9,174.0,334.5,199.6,39.1,160.5
9/1/2002,17.8,157.1,139.2,175.4,329.4,190.1,36.1,154.0
10/1/2002,17.8,157.3,139.5,175.2,325.8,186.3,35.7,150.6
11/1/2002,18.1,168.5,150.4,182.2,334.0,183.6,31.8,151.9
12/1/2002,18.3,174.9,156.6,191.1,337.8,181.2,34.5,146.7
1/1/2003,18.9,187.1,168.3,200.4,339.7,171.5,32.1,139.4
2/1/2003,19.5,192.4,172.9,200.8,348.0,175.0,27.9,147.1
3/1/2003,19.3,185.8,166.4,197.1,356.8,190.3,30.7,159.7
4/1/2003,18.9,189.9,171.0,207.2,364.8,193.8,36.3,157.6
5/1/2003,17.3,189.7,172.4,219.9,361.4,189.0,47.5,141.5
6/1/2003,16.8,183.6,166.8,219.4,365.6,198.8,52.6,146.1
7/1/2003,18.3,181.9,163.7,202.8,365.4,201.7,39.2,162.5
8/1/2003,19.1,192.5,173.4,217.6,373.5,200.1,44.2,155.9
9/1/2003,19.7,210.9,191.2,242.6,370.9,179.7,51.4,128.3
10/1/2003,21.5,237.5,216.0,271.5,393.3,177.3,55.5,121.8
11/1/2003,24.4,241.6,217.2,257.4,431.7,214.5,40.2,174.3
12/1/2003,24.6,220.7,196.1,237.0,424.3,228.2,40.9,187.3
1/1/2004,21.0,193.1,172.1,212.8,400.5,228.5,40.8,187.7
2/1/2004,19.9,189.3,169.4,198.5,398.9,229.5,29.1,200.4
3/1/2004,20.3,205.6,185.3,218.2,397.1,211.8,32.9,178.8
4/1/2004,18.4,206.0,187.6,244.1,405.7,218.1,56.5,161.5
5/1/2004,18.4,210.3,192.0,241.3,405.5,213.5,49.3,164.2
6/1/2004,19.9,213.8,194.0,229.6,417.3,223.3,35.6,187.7
7/1/2004,20.8,203.1,182.3,216.3,417.9,235.6,34.0,201.6
8/1/2004,20.0,202.1,182.1,213.9,411.3,229.2,31.8,197.4
9/1/2004,19.9,198.4,178.5,207.5,408.2,229.7,28.9,200.8
10/1/2004,19.0,204.0,184.9,212.7,402.1,217.1,27.8,189.3
11/1/2004,20.1,207.0,186.9,208.5,405.7,218.8,21.6,197.2
12/1/2004,19.6,209.8,190.2,222.9,408.1,217.8,32.6,185.2
1/1/2005,18.9,215.1,196.2,231.4,408.5,212.3,35.3,177.0
2/1/2005,19.3,212.9,193.7,222.4,412.8,219.1,28.7,190.4
3/1/2005,19.6,218.4,198.8,233.6,421.4,222.6,34.8,187.8
4/1/2005,19.7,221.0,201.3,243.4,425.5,224.2,42.2,182.1
5/1/2005,19.0,214.4,195.3,242.9,426.1,230.8,47.5,183.2
6/1/2005,19.9,202.2,182.3,217.5,418.4,236.1,35.1,201.0
7/1/2005,19.4,193.1,173.7,204.5,399.3,225.7,30.8,194.8
8/1/2005,19.1,194.0,174.9,207.1,399.2,224.3,32.2,192.1
9/1/2005,19.9,204.1,184.2,214.7,392.4,208.2,30.5,177.7
10/1/2005,19.6,211.5,191.9,224.3,397.6,205.7,32.4,173.3
11/1/2005,19.8,217.7,197.8,231.0,401.9,204.0,33.1,170.9
12/1/2005,19.8,231.6,211.8,244.2,406.0,194.2,32.4,161.8
1/1/2006,19.8,227.0,207.1,241.3,406.9,199.8,34.2,165.6
2/1/2006,19.3,215.6,196.3,232.4,405.9,209.6,36.1,173.5
3/1/2006,18.6,206.5,187.8,226.4,401.1,213.3,38.6,174.7
4/1/2006,17.6,196.5,178.9,220.8,402.0,223.1,41.9,181.3
5/1/2006,16.6,189.7,173.2,229.3,395.1,221.9,56.1,165.8
6/1/2006,17.1,198.0,180.9,237.8,392.1,211.3,56.9,154.3
7/1/2006,17.9,195.0,177.1,228.4,387.8,210.7,51.3,159.4
8/1/2006,19.1,203.4,184.3,227.2,397.6,213.3,42.9,170.4
9/1/2006,20.6,216.7,196.0,224.9,392.6,196.6,28.9,167.7
10/1/2006,20.6,213.1,192.6,225.0,394.7,202.1,32.4,169.7
11/1/2006,21.4,209.4,188.0,222.9,396.3,208.3,34.9,173.4
12/1/2006,21.8,207.1,185.3,221.6,392.1,206.8,36.4,170.4
1/1/2007,22.0,209.6,187.6,230.9,394.0,206.4,43.4,163.0
2/1/2007,22.9,215.9,193.0,231.5,405.0,212.0,38.6,173.4
3/1/2007,23.7,231.7,208.0,246.0,418.4,210.4,38.1,172.4
4/1/2007,24.0,234.4,210.4,251.9,428.5,218.1,41.5,176.6
5/1/2007,24.7,231.1,206.4,246.9,429.7,223.3,40.5,182.8
6/1/2007,25.5,214.9,189.5,224.4,421.5,232.0,34.9,197.1
7/1/2007,25.5,216.3,190.7,218.1,414.3,223.5,27.3,196.2
8/1/2007,25.2,221.4,196.1,222.9,415.9,219.8,26.7,193.0
9/1/2007,25.9,227.0,201.1,226.6,422.7,221.6,25.5,196.1
10/1/2007,26.1,222.4,196.3,222.0,413.0,216.7,25.7,191.0
11/1/2007,26.8,225.0,198.2,223.6,415.9,217.7,25.5,192.3
12/1/2007,25.4,222.3,196.9,228.1,411.3,214.4,31.2,183.2
1/1/2008,26.3,220.9,194.6,224.8,410.0,215.4,30.2,185.3
2/1/2008,27.6,219.8,192.2,228.8,418.6,226.4,36.6,189.8
3/1/2008,28.2,214.6,186.4,220.7,420.5,234.1,34.3,199.8
4/1/2008,26.9,214.1,187.2,225.9,417.2,230.0,38.8,191.3
5/1/2008,26.6,225.5,198.9,239.3,424.1,225.2,40.4,184.8
6/1/2008,28.3,229.4,201.1,243.1,429.6,228.4,42.0,186.5
7/1/2008,29.5,236.6,207.1,255.2,434.0,226.9,48.1,178.8
8/1/2008,29.5,237.5,208.0,248.3,452.6,244.6,40.3,204.3
9/1/2008,29.5,236.7,207.2,244.3,450.9,243.7,37.2,206.5
10/1/2008,26.1,220.2,194.1,228.5,451.1,257.0,34.4,222.6
11/1/2008,20.2,218.3,198.0,237.5,443.3,245.2,39.5,205.7
12/1/2008,15.7,204.2,188.5,224.1,437.5,249.0,35.6,213.4
1/1/2009,16.4,199.6,183.2,228.4,432.3,249.0,45.2,203.8
2/1/2009,17.2,196.3,179.1,211.0,436.8,257.6,31.9,225.8
3/1/2009,15.7,197.5,181.8,209.4,430.0,248.2,27.6,220.6
4/1/2009,16.1,208.1,192.0,223.1,427.3,235.3,31.2,204.2
5/1/2009,17.2,203.3,186.1,225.2,433.5,247.3,39.0,208.3
6/1/2009,19.1,196.5,177.5,215.9,427.7,250.2,38.4,211.8
7/1/2009,19.2,198.7,179.6,215.4,417.9,238.4,35.9,202.5
8/1/2009,22.5,198.8,176.3,218.5,421.6,245.3,42.2,203.1
9/1/2009,22.9,202.7,179.8,216.9,413.2,233.3,37.1,196.3
10/1/2009,21.0,203.1,182.2,212.1,414.5,232.4,29.9,202.4
11/1/2009,22.6,202.7,180.1,216.9,430.4,250.3,36.8,213.5
12/1/2009,23.1,197.2,174.0,213.4,428.1,254.1,39.4,214.7
1/1/2010,22.9,204.0,181.2,220.4,417.3,236.1,39.3,196.8
2/1/2010,24.6,215.7,191.1,221.0,418.6,227.5,29.9,197.6
3/1/2010,25.3,228.0,202.6,239.5,430.4,227.7,36.8,190.9
4/1/2010,25.5,236.8,211.3,257.1,443.6,232.3,45.8,186.5
5/1/2010,25.6,236.8,211.2,259.2,445.7,234.5,48.0,186.5
6/1/2010,27.1,235.2,208.1,240.5,447.2,239.1,32.4,206.7
7/1/2010,26.0,223.6,197.6,237.7,441.5,243.9,40.1,203.8
8/1/2010,26.9,231.8,204.9,240.9,435.3,230.3,35.9,194.4
9/1/2010,27.2,233.7,206.5,244.7,441.8,235.2,38.2,197.1
10/1/2010,29.6,236.9,207.4,239.5,447.8,240.4,32.1,208.3
11/1/2010,30.0,239.2,209.2,243.9,448.8,239.6,34.7,204.9
12/1/2010,31.4,247.9,216.6,248.5,443.0,226.5,32.0,194.5
1/1/2011,32.6,254.5,221.9,256.9,452.1,230.2,35.0,195.2
2/1/2011,33.7,260.6,226.9,259.1,458.3,231.4,32.2,199.2
3/1/2011,34.8,277.4,242.6,278.0,472.5,229.9,35.4,194.5
4/1/2011,36.1,287.5,251.4,286.0,479.4,228.0,34.6,193.4
5/1/2011,34.8,264.7,229.9,270.6,483.7,253.8,40.7,213.1
6/1/2011,34.5,257.2,222.7,267.4,478.0,255.3,44.7,210.6
7/1/2011,35.5,266.4,230.9,270.9,476.7,245.8,40.0,205.8
8/1/2011,35.1,272.7,237.6,275.6,486.8,249.2,37.9,211.2
9/1/2011,36.1,282.0,245.8,278.2,491.4,245.6,32.3,213.3
10/1/2011,29.6,288.8,259.2,282.4,493.3,234.1,23.2,210.9
11/1/2011,32.9,296.4,263.4,293.9,500.1,236.7,30.5,206.3
12/1/2011,32.7,290.3,257.6,290.8,501.6,244.0,33.1,210.9
1/1/2012,34.2,295.5,261.3,284.7,509.3,248.0,23.3,224.7
2/1/2012,35.5,301.7,266.2,290.1,504.5,238.3,23.9,214.4
3/1/2012,37.2,304.3,267.1,290.1,505.3,238.1,22.9,215.2
4/1/2012,36.4,290.9,254.5,279.3,498.6,244.1,24.8,219.4
5/1/2012,35.6,290.6,255.0,293.0,496.5,241.5,38.0,203.6
6/1/2012,32.8,286.3,253.6,300.4,493.2,239.6,46.8,192.8
7/1/2012,33.9,277.3,243.4,282.3,501.3,257.9,38.8,219.1
8/1/2012,35.4,288.6,253.3,284.5,494.5,241.2,31.2,209.9
9/1/2012,36.3,300.2,263.9,292.4,494.1,230.2,28.6,201.7
10/1/2012,34.9,301.9,267.0,296.3,500.4,233.3,29.3,204.0
11/1/2012,33.7,302.7,269.0,297.1,510.9,242.0,28.1,213.8
12/1/2012,34.2,301.2,267.0,296.9,507.8,240.7,29.9,210.8
1/1/2013,35.4,299.3,263.8,292.0,520.6,256.7,28.1,228.6
2/1/2013,37.6,300.3,262.8,280.4,517.9,255.1,17.6,237.5
3/1/2013,37.2,303.6,266.5,295.4,526.3,259.9,29.0,230.9
4/1/2013,38.4,305.9,267.5,291.4,522.4,254.9,23.9,231.0
5/1/2013,35.4,305.9,270.5,313.7,522.6,252.1,43.2,208.9
6/1/2013,36.8,301.5,264.7,304.8,527.4,262.7,40.1,222.6
7/1/2013,36.7,284.7,248.0,290.3,533.1,285.1,42.3,242.7
8/1/2013,35.4,288.0,252.6,294.2,535.1,282.5,41.6,240.8
9/1/2013,36.2,300.4,264.2,296.1,529.4,265.2,31.9,233.3
10/1/2013,35.1,309.6,274.4,309.8,535.5,261.0,35.3,225.7
11/1/2013,37.8,315.3,277.5,308.6,540.9,263.4,31.1,232.3
12/1/2013,39.0,317.3,278.2,305.0,536.0,257.8,26.7,231.1
1/1/2014,43.1,340.2,297.1,337.8,534.6,237.4,40.7,196.8
2/1/2014,40.0,350.4,310.4,327.7,557.5,247.1,17.3,229.9
3/1/2014,39.4,359.6,320.2,364.1,572.0,251.9,43.9,208.0
4/1/2014,41.7,353.3,311.6,348.2,587.1,275.5,36.5,239.0
5/1/2014,39.7,344.5,304.9,348.3,591.3,286.5,43.4,243.0
6/1/2014,39.5,358.5,319.0,360.3,591.7,272.7,41.3,231.4
7/1/2014,39.5,378.4,338.9,385.1,595.1,256.3,46.2,210.0
8/1/2014,40.5,377.0,336.5,388.2,624.0,287.5,51.7,235.8
9/1/2014,42.5,387.5,345.1,375.6,625.6,280.6,30.5,250.0
10/1/2014,42.0,395.0,353.0,377.3,624.1,271.1,24.3,246.8
11/1/2014,43.3,410.3,367.0,386.4,630.3,263.3,19.3,243.9
12/1/2014,41.2,391.5,350.3,377.5,631.0,280.7,27.3,253.4
1/1/2015,38.8,394.5,355.7,388.8,633.3,277.6,33.1,244.5
2/1/2015,37.9,383.7,345.8,368.9,627.0,281.2,23.1,258.1
3/1/2015,37.5,389.8,352.3,378.4,630.9,278.6,26.1,252.5
4/1/2015,34.8,387.6,352.8,393.6,640.2,287.4,40.8,246.6
5/1/2015,33.8,385.7,351.9,397.6,641.2,289.2,45.7,243.6
6/1/2015,31.8,362.8,331.1,382.4,640.6,309.6,51.4,258.2
7/1/2015,30.2,357.1,326.8,365.6,636.5,309.7,38.8,270.9
8/1/2015,30.9,358.8,327.9,369.8,632.8,305.0,42.0,263.0
9/1/2015,29.3,326.5,297.2,348.8,623.0,325.9,51.6,274.2
10/1/2015,28.0,320.2,292.2,325.9,623.1,330.9,33.6,297.2
11/1/2015,26.3,308.0,281.7,324.0,620.9,339.2,42.3,296.9
12/1/2015,26.2,299.3,273.0,309.5,597.2,324.1,36.4,287.7
1/1/2016,24.9,322.9,297.9,349.9,597.5,299.6,51.9,247.7
2/1/2016,26.5,324.1,297.6,333.7,598.6,301.0,36.1,264.9
3/1/2016,27.5,327.3,299.8,343.8,622.3,322.5,44.1,278.4
4/1/2016,28.4,313.8,285.4,334.4,610.5,325.1,49.0,276.0
5/1/2016,27.7,312.5,284.8,332.0,608.1,323.3,47.2,276.2
6/1/2016,26.4,295.3,268.9,336.3,620.0,351.1,67.4,283.7
7/1/2016,27.0,281.9,255.0,312.0,609.0,354.0,57.1,297.0
8/1/2016,26.9,279.8,252.9,305.4,591.5,338.6,52.5,286.2
9/1/2016,25.6,253.0,227.4,288.3,586.8,359.4,60.9,298.5
10/1/2016,25.6,244.1,218.5,280.2,573.7,355.2,61.7,293.5
11/1/2016,27.7,262.4,234.7,285.9,576.4,341.7,51.2,290.5
12/1/2016,27.4,272.4,245.0,299.5,562.2,317.2,54.5,262.7
1/1/2017,29.6,288.3,258.7,298.1,566.2,307.5,39.3,268.1
2/1/2017,30.4,291.7,261.2,293.5,584.0,322.8,32.3,290.5
3/1/2017,28.1,303.6,275.5,331.4,590.4,314.9,55.9,259.0
4/1/2017,29.5,313.8,284.3,327.5,593.3,309.0,43.2,265.8
5/1/2017,27.0,330.3,303.3,371.5,614.0,310.7,68.2,242.5
6/1/2017,26.0,316.1,290.1,373.6,620.7,330.6,83.5,247.0
7/1/2017,27.0,285.5,258.5,324.7,610.0,351.6,66.2,285.4
8/1/2017,25.3,266.5,241.1,304.6,597.0,355.9,63.4,292.5
9/1/2017,24.3,257.1,232.8,295.5,578.2,345.4,62.7,282.7
10/1/2017,23.9,270.9,247.0,304.9,575.5,328.5,57.9,270.6
11/1/2017,24.9,292.4,267.5,320.6,580.7,313.2,53.1,260.1
12/1/2017,25.6,287.2,261.7,311.7,580.3,318.6,50.0,268.6
1/1/2018,25.5,294.0,268.6,319.1,575.8,307.2,50.5,256.7
2/1/2018,25.4,306.5,281.0,327.5,582.8,301.7,46.5,255.2
3/1/2018,23.8,299.4,275.6,342.2,587.1,311.4,66.6,244.8
4/1/2018,22.1,288.3,266.2,335.2,606.0,339.9,69.0,270.8
5/1/2018,21.2,288.8,267.6,351.5,596.4,328.9,83.9,245.0
6/1/2018,19.9,262.9,243.0,338.7,597.8,354.8,95.7,259.1
7/1/2018,21.4,269.0,247.6,316.3,602.0,354.4,68.7,285.7
8/1/2018,20.8,266.0,245.2,320.7,608.2,363.0,75.5,287.5
9/1/2018,20.9,264.7,243.9,316.1,593.5,349.6,72.2,277.4
10/1/2018,20.9,270.9,250.0,319.3,584.0,334.0,69.3,264.8
11/1/2018,21.6,280.7,259.1,328.7,591.1,332.0,69.7,262.4
12/1/2018,21.4,286.8,265.4,327.3,583.3,317.9,61.9,256.0
1/1/2019,22.0,295.8,273.8,329.5,586.0,312.2,55.7,256.5
2/1/2019,22.1,299.2,277.1,333.7,590.0,312.9,56.6,256.3
3/1/2019,21.7,305.4,283.8,348.4,606.8,323.0,64.7,258.4
4/1/2019,21.0,300.1,279.1,352.8,610.2,331.2,73.7,257.5
5/1/2019,19.0,279.0,260.0,342.5,617.3,357.3,82.5,274.8
6/1/2019,17.9,261.7,243.8,339.0,614.7,370.9,95.2,275.8
7/1/2019,19.6,268.8,249.2,329.1,614.7,365.5,80.0,285.5
8/1/2019,18.1,254.0,235.9,352.3,607.4,371.6,116.4,255.1
9/1/2019,17.8,240.9,223.2,338.9,600.6,377.4,115.7,261.8
10/1/2019,18.8,259.2,240.4,336.5,589.2,348.9,96.1,252.7
11/1/2019,18.7,273.6,254.9,362.3,606.5,351.5,107.3,244.2
12/1/2019,21.5,288.5,267.0,332.8,609.0,342.1,65.9,276.2
1/1/2020,22.7,296.4,273.7,324.5,605.9,332.1,50.8,281.4
2/1/2020,22.5,284.5,262.0,317.8,604.5,342.4,55.7,286.7
3/1/2020,18.5,269.5,251.0,348.9,604.6,353.6,97.9,255.7
4/1/2020,13.9,248.3,234.4,402.0,644.4,409.9,167.5,242.4
5/1/2020,8.8,258.0,249.1,638.6,758.5,509.4,389.5,119.9
6/1/2020,14.5,249.4,234.9,370.0,755.8,520.9,135.1,385.7
7/1/2020,15.1,228.9,213.9,311.3,683.8,470.0,97.4,372.5
8/1/2020,17.1,258.7,241.6,331.7,649.2,407.6,90.1,317.5
9/1/2020,16.9,249.9,233.0,336.7,637.1,404.1,103.8,300.4
10/1/2020,18.8,257.2,238.4,322.9,635.4,397.0,84.5,312.4
11/1/2020,18.1,263.7,245.6,348.8,634.1,388.5,103.2,285.3
12/1/2020,20.0,264.1,244.1,332.9,629.3,385.2,88.8,296.3
1/1/2021,21.6,270.0,248.4,330.6,640.7,392.4,82.2,310.1
2/1/2021,21.6,273.5,251.9,359.3,641.4,389.5,107.4,282.1
3/1/2021,22.9,274.2,251.3,355.8,648.2,396.9,104.5,292.4
4/1/2021,21.8,287.6,265.8,421.5,675.5,409.8,155.7,254.0
5/1/2021,20.7,284.0,263.3,480.8,696.2,432.9,217.6,215.4
6/1/2021,21.4,288.6,267.1,487.4,746.5,479.4,220.3,259.1
7/1/2021,25.8,284.9,259.1,414.0,752.9,493.8,155.0,338.9
8/1/2021,24.8,291.2,266.3,486.5,763.9,497.5,220.1,277.4
9/1/2021,26.0,296.8,270.8,483.6,787.1,516.2,212.8,303.4
10/1/2021,30.4,298.9,268.5,428.3,790.1,521.5,159.8,361.8
11/1/2021,32.5,320.4,288.0,428.5,785.4,497.4,140.6,356.8
12/1/2021,32.3,332.2,300.0,402.0,766.3,466.4,102.0,364.3
1/1/2022,30.3,328.6,298.3,427.0,762.6,464.3,128.7,335.6
2/1/2022,32.8,339.3,306.5,411.6,761.7,455.2,105.1,350.1
3/1/2022,33.1,331.8,298.7,390.3,768.5,469.8,91.6,378.3
4/1/2022,31.9,333.7,301.8,405.5,773.5,471.6,103.6,368.0
5/1/2022,35.0,349.5,314.5,391.7,767.5,453.0,77.2,375.7
6/1/2022,32.5,328.9,296.4,403.2,766.0,469.5,106.7,362.8
7/1/2022,32.1,326.6,294.5,404.5,761.9,467.4,110.0,357.4
8/1/2022,33.6,336.0,302.4,397.5,757.6,455.2,95.1,360.1
9/1/2022,38.7,341.6,302.9,380.5,760.1,457.1,77.6,379.6
10/1/2022,42.7,355.2,312.5,378.7,742.2,429.6,66.1,363.5
11/1/2022,38.9,364.2,325.2,389.2,736.5,411.3,64.0,347.3
12/1/2022,38.6,373.4,334.8,394.8,745.0,410.2,60.0,350.2
